,pc1
0,26.699222803144675
1,-3.4765100431138714
2,-5.5148793293192515
3,-41.12232632052646
4,24.451599671818105
5,-4.995643211918429
6,29.739284641390753
7,-57.88063076102102
8,3.142275595810197
9,18.31830800815675
10,27.581424187040675
11,18.307310024254633
12,-17.682097523962486
13,-14.314735591771342
14,-33.545208002931965
15,0.6408758095061583
16,1.5123099683396841
17,18.12890442516737
18,-10.862019782812823
19,20.873325279988066
20,1.9304491900813743
21,7.748563357444441
22,-8.152139562004352
23,1.412623513131083
24,-4.26647593780431
25,-2.50685888676998
26,-4.327368477098226
27,1.7554855163659882
28,3.657431435206225
29,-16.19517239335846
30,4.994820925073799
31,-5.756760219587048
32,8.543326165632127
33,9.228994930316187
34,5.2120655526353135
35,-1.0341086297870632
36,2.1863392219149076
37,7.330973065846449
38,-3.23956399995115
39,-8.522049768136924
