,pc1
0,-1.1350407415871921
1,5.2717583364095395
2,19.80734730068304
3,-0.6618861978747075
4,51.17803072619857
5,3.5743696709837587
6,-18.127980211545587
7,-18.088025120120648
8,5.841473169611422
9,18.06802662076432
10,-10.569236922853824
11,7.235573512139063
12,-39.90959377511778
13,4.144962285106631
14,10.876581224449026
15,-20.387096551157185
16,3.1279249322051825
17,-0.13730644083656485
18,-10.291822954719109
19,-9.818563280663032
20,-2.513012148681905
21,3.0325257647806625
22,2.892446203232513
23,-7.730887615612808
24,-7.675266574533242
25,4.13062764968532
26,2.3892781956413867
27,-9.757310420588734
28,1.5991154314074316
29,-0.16142772605553532
30,1.0101869673804524
31,6.472337507311362
32,5.69963821513918
33,4.525088607148035
34,-9.410697870926295
35,3.495579312150966
36,-4.589009385759065
37,-2.2728457359410728
38,9.124949285353091
39,-0.26205534501763017
