,pc1
0,-2.884633360755
1,-6.368290606535831
2,1.3222990736991678
3,-5.937937497878539
4,6.301236878875355
5,-11.234025063325724
6,-2.079018558577027
7,5.199466947124484
8,10.116473099722855
9,8.37811413488431
10,8.737537429643112
11,0.18284414363184698
12,-4.088023026917927
13,-12.94883501395148
14,-1.0182695422191574
15,-3.1412233072457414
16,-2.5693772457167054
17,4.939675989261162
18,-0.4218970970364206
19,7.513143078882915
20,5.608088932871069
21,1.1167452042176618
22,0.7421366434866411
23,-6.156865982935992
24,-3.8506446987245506
25,-11.501301397701022
26,3.7273107237148175
27,-9.058890375278406
28,-9.125939327631862
29,0.8233537028138285
30,6.794702349187002
31,0.2830675950879976
32,10.557259839888797
33,4.272833190390909
34,7.544149542187578
35,-5.921740790682606
36,2.6439127655535026
37,10.55404184605392
38,-8.867091939333053
39,-0.1850192189488751
