,years,data,hindcast
0,1980,277.741,278.03487433857424
1,1981,280.661,278.48439874247924
2,1982,278.275,277.7453685393965
3,1983,278.441,279.05795590694726
4,1984,277.094,276.4923181809282
5,1985,276.81,278.0195299007859
6,1986,276.741,276.7061232273462
7,1988,278.119,279.12317651235486
8,1992,279.73,279.10082650798284
9,1993,278.68,277.87192346785775
10,1996,275.896,276.3326232819174
11,1999,280.02,279.9413993906349
12,2001,277.81,278.98497037282624
13,2003,280.079,278.94484698738177
14,2005,279.075,279.4139823885272
15,2006,276.791,278.7183990560033
16,2009,279.105,278.9000123622107
17,2012,280.59,279.08190227243807
18,2018,277.252,278.2910852845203
19,2019,280.759,280.42328327888674
20,1987,275.184,277.09118549883266
21,1989,280.927,280.6468541343015
22,1990,281.101,281.08897503504534
23,1991,280.961,278.4823944989836
24,1994,280.139,278.1293560153024
25,1995,278.521,279.716662994922
26,1997,280.407,278.99908432680036
27,1998,280.334,280.12340159081265
28,2000,279.747,279.8566820538485
29,2002,280.187,280.2898330576523
30,2004,278.873,279.9067656729812
31,2007,280.952,280.86510320855854
32,2008,278.889,280.1470951589068
33,2010,278.939,277.89663352138143
34,2011,278.865,278.4266601584508
35,2013,275.297,277.9012626778045
36,2014,281.119,280.0001602254531
37,2015,279.082,279.3646306500812
38,2016,278.416,280.05726269780536
39,2017,281.223,280.1729968220764
