,years,data,hindcast
0,1981,93.396,62.39243288559395
1,1982,43.574,62.93906472712544
2,1984,127.765,83.15760874278946
3,1985,62.145,57.65300963839273
4,1989,24.55,49.782960508063326
5,1990,62.735,57.97313418811989
6,1993,79.516,65.2639594540998
7,1996,16.128,55.900567118737825
8,1997,8.558,50.42802701392158
9,1998,88.083,125.56391731499605
10,2001,85.522,58.35196062976338
11,2002,67.263,51.721784258388254
12,2003,73.574,75.36856751915417
13,2004,107.224,70.43730377473727
14,2006,18.287,52.83313902360745
15,2007,116.525,85.43564034268428
16,2009,59.608,64.2724286840637
17,2010,49.822,72.03918767854802
18,2011,71.904,46.01187994708712
19,2013,56.091,64.7434265501264
