,years,data,hindcast
0,1980,67.597,99.61576715200647
1,1982,88.868,76.39179373913291
2,1983,31.294,26.62210046007641
3,1984,27.303,23.74178199867709
4,1986,85.939,99.83134110571922
5,1987,87.189,52.86801775733893
6,1988,72.625,54.674018132655476
7,1989,58.181,57.474069132374595
8,1991,22.764,71.2942077248999
9,1992,128.278,83.84622992386024
10,1993,65.7,63.409898781228414
11,1995,22.497,60.507339265869376
12,1996,98.744,75.1560333157644
13,1997,54.355,75.0653793368867
14,2004,153.639,127.34557982255298
15,2005,101.65,93.24056844392831
16,2007,52.895,95.79823999482167
17,2009,46.274,56.32034685890878
18,2011,128.736,101.61350173916895
19,2014,126.343,126.05478531412922
20,1981,37.258,21.780518205205027
21,1985,104.175,87.43786354067309
22,1990,43.995,49.54603040342677
23,1994,89.989,96.37065802004666
24,1998,67.593,59.13407575325675
25,1999,99.367,78.89562809185134
26,2000,51.303,85.45619211114577
27,2001,107.73,98.03230104162128
28,2002,146.934,133.10684405152153
29,2003,22.521,73.5168279486293
30,2006,192.569,95.93221976679044
31,2008,114.817,93.67402806659746
32,2010,146.264,112.50155122065654
33,2012,90.667,88.4004785656324
34,2013,40.892,60.643390499519725
35,2015,123.29,122.96574976373628
36,2016,57.581,93.44429028746757
37,2017,75.391,111.74120818193671
38,2018,94.606,101.14403524277832
39,2019,76.337,119.55510923750714
