,pc1,target,phase_label
0,-60.725223381604984,93.396,1
1,-220.30492501821266,104.552,1
2,3.208133652489891,62.145,1
3,-334.66553986142475,118.281,1
4,254.61873332836973,24.55,1
5,66.39260229458029,62.735,1
6,9.437856607139643,65.731,1
7,102.36042261503796,40.056,1
8,-272.5207571157834,85.403,1
9,253.37940037476469,16.128,1
10,109.3275048643546,8.558,1
11,28.084362328109215,47.352,1
12,414.0172675050764,67.263,1
13,-66.22255155967059,53.984,1
14,134.46656221034897,18.287,1
15,55.14582555474211,98.91,1
16,23.549856141206288,59.608,1
17,130.96412526081463,71.904,1
18,-296.25239025780263,107.204,1
19,-334.26943417133685,94.423,1
0,-452.50027352300833,58.656,2
1,-683.6068332969063,43.574,2
2,410.069563020137,127.765,2
3,78.58876041552679,40.212,2
4,382.1422191851899,138.661,2
5,49.21302458681274,79.516,2
6,558.8485547638679,129.885,2
7,-136.77154783502874,88.083,2
8,86.09465920861501,91.58,2
9,-622.1979442510774,85.522,2
10,91.38949826606068,73.574,2
11,8.885366852400956,107.224,2
12,334.1786231908428,116.525,2
13,-601.7749294363736,49.822,2
14,199.34262451766165,90.297,2
15,-631.8365942862372,56.091,2
16,27.223615024129426,90.505,2
17,603.4778212706148,107.938,2
18,513.746334193898,56.353,2
19,-214.50783020684742,48.71,2
