,years,data,hindcast
0,1980,42.647,60.981909704234106
1,1982,59.112,67.71209349061292
2,1983,117.24,114.84282330401501
3,1987,66.991,50.89480233311675
4,1991,69.854,78.13602970675714
5,1992,66.034,81.45981463526391
6,1993,149.343,72.94767884870664
7,1998,154.753,139.19349221681244
8,1999,83.683,106.85013155139357
9,2001,144.184,100.23468865088209
10,2003,46.909,76.84444727646908
11,2008,79.746,97.78231500614285
12,2009,40.197,62.197082541597
13,2010,93.053,121.33293360190872
14,2013,81.322,89.63045271914866
15,2014,25.215,52.839107695940704
16,2016,28.704,64.81856659921928
17,2017,131.717,90.97430401828194
18,2018,68.288,76.18360616819285
19,2019,112.171,55.306719931304116
20,1981,61.647,58.155625429317475
21,1984,147.559,123.6235695430551
22,1985,48.916,56.346223134653314
23,1986,48.164,57.98017187603282
24,1988,99.143,98.07077512715227
25,1989,52.76,87.64114280753643
26,1990,93.283,78.73146835416873
27,1994,147.073,96.08389118932395
28,1995,112.688,112.98446178600247
29,1996,48.278,29.584128218948273
30,1997,29.832,58.56329072880189
31,2000,85.15,84.26846046137513
32,2002,57.527,94.96801454191971
33,2004,68.272,61.74745847207627
34,2005,79.997,75.87389872222866
35,2006,31.076,69.65758636639863
36,2007,74.653,61.57438486754536
37,2011,68.379,83.05666373117538
38,2012,79.252,86.1660928881139
39,2015,98.359,56.93069175417418
