,years,data,hindcast
0,1981,282.369,283.68731578486796
1,1983,284.197,285.1414712303811
2,1984,284.946,285.1804508703843
3,1985,283.884,283.8005865199759
4,1988,284.252,284.7333427850745
5,1989,285.643,285.61552431863606
6,1995,286.166,285.2666086578022
7,1996,284.354,284.26594838724594
8,1998,283.242,284.19747596613115
9,1999,284.089,284.2860103667264
10,2000,284.65,284.6947185867264
11,2005,286.611,284.4450244356163
12,2007,283.55,284.8405572268788
13,2008,283.493,284.2612583563497
14,2010,284.007,283.93215632146024
15,2011,284.836,284.43882411683364
16,2012,283.751,283.7132536740137
17,2013,285.349,284.64561158297704
18,2016,283.35,284.03813810743077
19,2017,286.493,284.0477227044895
20,1980,282.943,283.39549476059045
21,1982,284.418,283.73644207917306
22,1986,284.738,282.75237501026874
23,1987,284.108,284.2155423512491
24,1990,285.161,283.0915607479958
25,1991,283.647,283.6696512111217
26,1992,281.561,282.95667836653615
27,1993,282.413,282.73264872598105
28,1994,282.913,284.35486012082686
29,1997,283.261,283.65406029047375
30,2001,287.358,286.60349902961104
31,2002,283.045,284.4722952017958
32,2003,281.324,282.64162325249845
33,2004,284.575,284.1525410728526
34,2006,286.908,285.7689468983133
35,2009,284.115,284.47960183819026
36,2014,286.638,284.24348788606846
37,2015,283.443,285.11049200047927
38,2018,285.394,285.163994577952
39,2019,284.784,285.5512045780212
