,pc1
0,76.47200847979433
1,60.022430265147435
2,253.74858920409113
3,79.1390448932288
4,-22.70184009722031
5,-204.41667741387062
6,54.55735182669901
7,135.73328817574375
8,-84.19310237605062
9,121.09921868457893
10,0.8074809712819331
11,-28.863289310219262
12,56.304889675561654
13,-16.246741953167607
14,76.83833181090995
15,-136.8364681055398
16,46.347245373056424
17,31.660630273852302
18,-196.10859948277047
19,-250.0395060258547
20,-53.33137542616778
21,-68.38086124031132
22,-11.21254472276292
23,-16.247839163661126
24,-165.16383485035277
25,-127.15330910312045
26,7.964198291024618
27,6.195433417468646
28,133.1487135144635
29,-23.968812637813034
30,-26.133357924158354
31,12.22065225808222
32,149.0678058168654
33,21.0719354581305
34,80.93084739360557
35,-33.27884446086897
36,-83.03475571351878
37,-3.6945115393247097
38,2.79566772116106
39,-39.05644519427416
40,37.042619332073635
41,146.88495719083517
