,years,data,hindcast
0,1981,273.282,272.97013214568653
1,1983,277.486,277.0034009891151
2,1984,277.972,276.9338844109868
3,1988,280.158,277.9275059227402
4,1989,278.142,276.7076667972152
5,1995,272.852,276.85138759192847
6,1996,274.079,275.0743361549125
7,1998,277.971,278.0690559096017
8,1999,278.276,277.5305939929882
9,2000,278.433,277.0938686404173
10,2001,276.811,277.0495642356502
11,2005,277.678,277.29845085584907
12,2007,277.337,277.1822107976126
13,2008,276.001,275.9924936688098
14,2010,272.735,275.03324878281387
15,2011,279.548,279.2950042662343
16,2013,279.211,277.2147595697546
17,2016,278.446,279.13395520633753
18,2017,278.222,278.8046440977741
19,2020,278.822,280.68739215080166
20,2021,278.654,278.26244381277064
21,1980,277.407,277.17924704466935
22,1982,277.148,277.90754514457484
23,1985,278.899,278.6497132815047
24,1986,278.654,279.5784428186718
25,1987,277.722,278.1895479218341
26,1990,277.581,277.9128735770341
27,1991,277.49,277.9181849945644
28,1992,277.129,276.5484593513623
29,1993,278.56,278.2671058210122
30,1994,279.092,279.5987786466771
31,1997,278.332,277.9313631022046
32,2002,276.113,276.82588973763563
33,2003,277.709,278.01114838929027
34,2004,277.184,278.3925888616508
35,2006,280.048,279.0272238561535
36,2009,275.915,277.54922270211506
37,2012,278.178,277.4269958361852
38,2014,278.368,278.97377720674024
39,2015,282.582,280.0682959982525
40,2018,279.479,279.9327922031748
41,2019,279.253,276.9538035046932
