,years,data,hindcast
0,1982,32.713,90.05386793720373
1,1987,134.54,105.22698075211036
2,1989,59.596,85.62016650637672
3,1991,86.473,91.36923970638583
4,1994,21.875,49.04536098477128
5,1998,77.728,91.23776229495387
6,1999,54.398,85.7541372216388
7,2000,102.948,70.894838146263
8,2001,87.775,106.84651809767679
9,2003,76.224,61.870852216706425
10,2004,104.082,84.74885476152129
11,2005,109.448,104.35504396894385
12,2006,25.725,81.25411627547497
13,2010,68.74,69.26495213085713
14,2011,163.954,123.16873007158381
15,2012,133.298,107.83263073130716
16,2014,91.657,96.33503192241845
17,2015,95.021,64.37308872472829
18,2017,125.55,56.76641080067498
19,2019,49.361,75.08741674840319
20,1980,142.421,136.61917147616816
21,1981,54.994,58.30713744062991
22,1983,22.256,76.93709822078581
23,1984,95.445,108.52200992408146
24,1985,100.845,103.44969045232477
25,1986,53.76,56.079307880694216
26,1988,151.791,89.55731474993716
27,1990,43.238,101.09203677138781
28,1992,62.719,69.80238669343048
29,1993,138.492,105.30051638515688
30,1995,45.937,87.42566642013574
31,1996,59.759,70.69857065051278
32,1997,69.497,102.69299359318231
33,2002,94.124,58.76755380237042
34,2007,166.442,86.02286532309219
35,2008,105.991,90.32779363178044
36,2009,103.684,89.5489900406068
37,2013,58.307,50.0697257403939
38,2016,56.599,72.91590889921336
39,2018,19.792,31.95626190411513
