,pc1,target,phase_label
0,664.4947174548777,133.083,1
1,-215.14584502564912,72.01,1
2,559.8314925843532,81.02,1
3,129.95492685797862,77.728,1
4,-259.0435556077344,101.191,1
5,-525.4569309178083,25.981,1
6,-47.11430822032082,89.11,1
7,-51.091151699171064,13.215,1
8,-223.89941402347574,94.794,1
9,-227.4027876748517,28.956,1
10,387.6405465177,89.451,1
11,503.16190382562337,87.335,1
12,131.42470245808047,60.097,1
13,-349.91423033415896,40.985,1
14,-117.97634038284434,47.676,1
15,-289.1501372397683,65.31,1
16,-153.33036510715053,20.289,1
17,-276.6200452076983,61.79,1
18,215.93048156073385,69.496,1
19,143.7061740277339,101.839,1
0,-109.21236890296213,70.785,2
1,77.15128149639992,62.897,2
2,66.66372770055445,66.121,2
3,106.76466454975898,80.055,2
4,-446.84082089951994,114.519,2
5,295.5471022664019,29.05,2
6,5.07215294788058,94.185,2
7,140.44558073408012,22.462,2
8,-565.960528551889,86.263,2
9,222.4493073770823,22.165,2
10,194.88793137127809,63.614,2
11,168.7873960234787,63.245,2
12,-619.353378180541,110.582,2
13,268.67383211750825,55.879,2
14,83.0542018820094,56.222,2
15,-6.794602642086126,29.574,2
16,-15.811054464686649,46.14,2
17,54.677712833481685,34.11,2
18,55.61078162236285,58.125,2
19,24.185229276246922,81.364,2
