,pc1
0,218.36933427878165
1,9.068945610982293
2,317.1495274495458
3,9.541694318443772
4,216.86263354117517
5,158.1112879115646
6,194.450911475622
7,382.69637338009966
8,-254.18374622914743
9,72.91452704507955
10,125.176398556234
11,-206.99342338952073
12,-32.449742349926986
13,-482.3256413196009
14,183.56599444401547
15,84.01395006120006
16,-308.55261878377866
17,-117.83396592465155
18,-286.13214024909644
19,-283.4591705244897
20,-131.54643548127012
21,415.62916219916946
22,238.41626415847898
23,270.05799842711093
24,156.22373243855486
25,-17.960997640448372
26,172.29250844075233
27,246.96906032437062
28,-138.9056153716559
29,-149.7574690786703
30,-93.36669718749984
31,23.031844985002238
32,-36.19370171145239
33,262.2916446609012
34,-179.8052760400424
35,-457.16121868542905
36,-248.71675637171563
37,109.33344612437784
38,-187.81393485912673
39,-253.01944830405387
