,years,data,hindcast
0,1981,276.288,277.101643241218
1,1982,274.72,275.1986044001241
2,1984,276.784,278.4981890125907
3,1985,270.812,273.10187532606
4,1989,278.043,277.8236407493784
5,1990,278.845,278.2974751581394
6,1993,278.069,277.0027888311127
7,1996,273.074,277.37193520922034
8,1997,272.26,273.927331839825
9,1998,277.962,276.08924050177797
10,2001,275.967,273.5240979847812
11,2002,277.709,276.4577375395262
12,2003,276.099,275.91983201982447
13,2004,277.014,275.73910748351454
14,2006,274.907,274.12563772813996
15,2007,280.328,277.40037537588853
16,2009,274.322,274.4388374241313
17,2010,273.085,275.0336959518038
18,2011,276.64,276.62812673737443
19,2013,275.183,274.43082748557
20,1980,273.943,276.80767576296995
21,1983,279.392,277.5231406359897
22,1986,275.801,275.7946843192452
23,1987,271.057,274.7441145450381
24,1988,279.107,277.56721388452195
25,1991,276.5,276.9500584155903
26,1992,276.297,276.07482519117775
27,1994,278.452,277.1431553654403
28,1995,277.265,275.8378402863775
29,1999,278.422,277.29697102170536
30,2000,277.795,278.2934884868702
31,2005,278.562,277.0855602625374
32,2008,279.489,278.77666762953277
33,2012,278.003,280.9996866624491
34,2014,278.727,277.84590015278206
35,2015,277.328,277.47936732400916
36,2016,278.048,278.1328145879202
37,2017,275.05,275.84531926395056
38,2018,278.531,277.97879453060483
39,2019,276.946,276.5377216712876
