,pc1,target,phase_label
0,3.5359656298737243,288.542,1
1,5.447712291372727,287.425,1
2,8.018080217803757,284.947,1
3,-3.03070914419918,287.798,1
4,-2.195028071064294,288.952,1
5,-1.3755232287941357,286.703,1
6,-3.57117574625138,287.965,1
7,-1.012174944680399,288.368,1
8,-3.3782597853526086,290.885,1
9,0.624659274358087,287.305,1
10,1.9183012009464013,286.909,1
11,1.8225475982880308,288.244,1
12,-3.1860532514321505,286.854,1
13,1.3636628852747863,288.688,1
14,0.8425759106536387,287.323,1
15,-3.1077218332124885,289.191,1
16,2.6975675569979516,286.663,1
17,-4.578177432601364,290.729,1
18,-0.42119210295269766,287.154,1
19,-0.4151319171533858,287.939,1
0,-0.9031023141262416,288.252,2
1,0.7032724454541007,288.852,2
2,-1.0274219785286138,287.357,2
3,3.4062046754288136,286.735,2
4,1.978387531305687,287.103,2
5,-2.167856565368894,288.678,2
6,3.9985333690785874,286.559,2
7,-5.128985212277967,288.298,2
8,8.979779972868402,287.579,2
9,4.622649289597404,286.379,2
10,5.346117088254718,286.749,2
11,-0.5344280055916215,287.466,2
12,7.1897878664317085,286.063,2
13,3.324022933469384,287.549,2
14,-5.415007906700493,288.047,2
15,-15.20707647673689,290.397,2
16,-2.6718003239968793,288.122,2
17,-5.96658264541938,289.039,2
18,-2.7908117253231426,287.608,2
19,2.2639209122251978,288.213,2
