,years,data,hindcast
0,1980,289.857,289.0225986044942
1,1982,290.118,290.82450097643516
2,1983,290.769,290.4933737208053
3,1984,290.615,290.82296899891486
4,1986,288.362,288.8765519290521
5,1987,288.999,290.05150356292796
6,1988,289.369,288.9062945970639
7,1989,290.066,289.8235875605502
8,1991,290.621,289.6388724795947
9,1992,290.536,290.7909563505721
10,1993,288.381,289.68724828476286
11,1995,292.137,291.06422975768675
12,1996,290.269,289.69841594177626
13,1997,293.223,291.5054085091007
14,2004,291.539,290.7152177929793
15,2005,289.14,290.21017821301484
16,2007,290.037,290.78154578796614
17,2009,291.493,292.06058960557976
18,2011,289.628,289.18781169349455
19,2014,289.208,290.20514563322786
20,1981,289.6,290.1375386123216
21,1985,288.736,289.24539901720266
22,1990,291.142,290.6696092878641
23,1994,290.51,290.9779659723282
24,1998,289.453,290.0997254721259
25,1999,290.354,290.0336463649044
26,2000,290.298,289.8730288624798
27,2001,291.262,290.97558701731094
28,2002,291.529,291.35259273714973
29,2003,291.843,290.3584903631738
30,2006,289.426,290.34397358517134
31,2008,290.27,289.47167179452225
32,2010,289.717,290.4513037979793
33,2012,291.173,291.2192741057754
34,2013,290.902,291.2007120269018
35,2015,291.252,291.07140919846
36,2016,290.919,290.863644968922
37,2017,290.324,290.83442315142526
38,2018,291.362,291.1377175720376
39,2019,291.474,291.22828609194454
