,pc1
0,-46.05124718987841
1,-23.223911652919426
2,15.278293160361848
3,162.4897438206565
4,52.97386425459299
5,-192.63509796676263
6,239.55535179730308
7,182.0313576098649
8,-720.521181198094
9,-188.46151114452348
10,-119.13964520758714
11,282.0634525917079
12,97.85078079351742
13,-135.16074525975503
14,-116.42260963207843
15,255.94792253062167
16,104.81581176672937
17,-228.2530706222493
18,172.08573512091476
19,204.77229234259102
20,-271.4526785989274
21,45.96855443807248
22,41.83213637228469
23,88.38890482545992
24,159.5565302476379
25,-30.876581646985024
26,-18.558431186068454
27,-18.360356591674893
28,101.5352372225656
29,20.24429168523342
30,-227.21911058843608
31,14.560007021602086
32,60.16940188906038
33,-435.47065826021407
34,246.58580910131485
35,578.2976822126128
36,-190.7190134239087
37,288.98127672131045
38,-283.3244464119004
39,-170.1421552165046
