,pc1
0,-240.19059906384228
1,-21.094027157356336
2,33.69498436027024
3,-227.7647220289134
4,143.4337845297035
5,-149.8181474965506
6,32.910048498042364
7,-34.1489111651451
8,20.728519508504583
9,202.12136707213926
10,44.58864717452898
11,220.89644547035596
12,-137.19275374641214
13,-47.163721498733636
14,-72.5438738386835
15,-29.09286366522537
16,-272.1393215159018
17,67.82949260233124
18,195.2999890225613
19,269.63749660959616
20,-326.0899926470529
21,146.36400866516308
22,6.815405319811822
23,-52.11319827135528
24,-180.75110056979597
25,287.98218034711357
26,-59.18078221111807
27,70.11259302978478
28,-122.65633035644821
29,131.92524411253748
30,-61.993418197658485
31,-128.0572497062205
32,-79.70644944717951
33,183.6669240046196
34,4.279113645869164
35,202.09938352470323
36,-142.01629273619196
37,64.3598320781917
38,-154.2106984103643
39,209.17461044430203
