,pc1
0,-94.67692334773392
1,-149.77686087130675
2,223.64100962646307
3,243.65456176321828
4,-249.7372759505735
5,34.48719393703863
6,-31.95321661807605
7,260.85227361602466
8,29.299080083777508
9,-18.011095186065933
10,273.70670174974117
11,-222.14564315112628
12,96.45817716225382
13,-29.70364839219896
14,-176.62130654392712
15,22.669978568972727
16,83.15011688398147
17,-382.3345619901103
18,105.90456412959269
19,-18.86624989928257
20,280.35915309668326
21,200.77325286063711
22,53.509523588396284
23,387.24610478255255
24,-207.87060038509924
25,347.4645874157734
26,-738.148012451216
27,-379.60741354507553
28,192.99044476150797
29,135.7533141280412
30,-180.11229736703058
31,49.64354395581922
32,-98.73521941959226
33,-51.01489609131143
34,262.25300766656636
35,-43.21539230938309
36,153.46184732150348
37,-199.79645699724546
38,-73.84656121254274
39,-91.10810013797092
