,years,data,hindcast
0,1981,289.6,289.1811965930739
1,1982,290.118,291.0956861374323
2,1984,290.615,289.69202160587133
3,1986,288.362,289.0767663610621
4,1987,288.999,289.52201428836014
5,1990,291.142,290.68799172974644
6,1991,290.621,290.8966164133214
7,1993,288.381,289.46977191040554
8,1994,290.51,290.93058872967936
9,1996,290.269,289.22347442566956
10,1998,289.453,290.15821959145296
11,2002,291.529,290.5729931075922
12,2004,291.539,291.15607386498795
13,2006,289.426,289.72192295037416
14,2009,291.493,291.3498585126752
15,2012,291.173,291.21979133276744
16,2015,291.252,291.3207078294884
17,2016,290.919,290.2972021474142
18,2017,290.324,290.79684081059145
19,2019,291.474,290.82926165803457
20,1980,289.857,290.4488655045286
21,1983,290.769,291.54717007702686
22,1985,288.736,289.79815914845017
23,1988,289.369,288.79456611535085
24,1989,290.066,290.0669411857568
25,1992,290.536,290.1071031546621
26,1995,292.137,291.1851954682514
27,1997,293.223,292.56463349935274
28,1999,290.354,289.9181775731176
29,2000,290.298,290.8401305939725
30,2001,291.262,290.4324307468372
31,2003,291.843,290.68023962315743
32,2005,289.14,290.08102208021285
33,2007,290.037,290.5621928472325
34,2008,290.27,290.41909787001885
35,2010,289.717,289.8113610822428
36,2011,289.628,290.9708285443931
37,2013,290.902,290.291733722786
38,2014,289.208,290.12775829310385
39,2018,291.362,290.0663928695458
