,years,data,hindcast
0,1982,288.824,288.01382633445803
1,1987,286.231,287.11719107856635
2,1988,287.197,287.6926049307843
3,1991,285.445,286.38049404399476
4,1992,289.512,288.7093753913511
5,1995,287.092,287.1590189233878
6,1997,288.236,289.40429332383377
7,1999,287.621,289.33509679736795
8,2001,287.617,287.93067023387005
9,2004,288.265,287.7073634299156
10,2005,288.992,287.8982106176702
11,2006,288.786,288.42028024712977
12,2007,289.67,288.6720460806697
13,2011,288.613,289.3625240984319
14,2012,287.481,287.8917400642774
15,2013,287.47,287.7962086567408
16,2014,288.605,288.3831754886301
17,2015,288.026,287.68142122152614
18,2017,290.512,290.81077695469645
19,2020,289.812,288.904391101192
20,2021,290.233,288.9692909815058
21,1980,287.384,287.17721699847823
22,1981,286.963,287.48343916502336
23,1983,288.432,287.75882320022464
24,1984,286.033,287.5850086540073
25,1985,286.165,287.3784152261313
26,1986,288.436,288.2511504027374
27,1989,288.071,287.936215635626
28,1990,287.653,287.6281300134173
29,1993,288.312,288.4349520014165
30,1994,287.733,287.6837582575961
31,1996,287.712,288.0948103790928
32,1998,288.371,287.36268417871736
33,2000,288.429,288.10141984231797
34,2002,289.009,289.6416180623063
35,2003,290.192,290.4210631822809
36,2008,288.751,288.4304370408272
37,2009,288.158,288.6096769088843
38,2010,288.57,287.70585260745463
39,2016,289.06,289.38677502802585
40,2018,289.498,289.0274581447772
41,2019,290.286,289.11909507065894
