,years,data,hindcast
0,1981,276.288,275.8517698421839
1,1982,274.72,274.4957178946128
2,1984,276.784,276.1011202525189
3,1985,270.812,273.22015885167775
4,1989,278.043,275.7269300152628
5,1990,278.845,276.74953854967174
6,1993,278.069,274.6381270430238
7,1996,273.074,274.7484876754501
8,1997,272.26,272.0366433557705
9,1998,277.962,276.9762274638917
10,2001,275.967,277.2132938732566
11,2002,277.709,277.75649566471037
12,2003,276.099,277.26221069532886
13,2004,277.014,275.2168723813712
14,2006,274.907,275.7061061112326
15,2007,280.328,278.5587202913202
16,2009,274.322,275.608390449402
17,2010,273.085,276.5164675657837
18,2011,276.64,276.1231056922145
19,2013,275.183,277.60461633131774
20,1980,273.943,275.50725887899586
21,1983,279.392,276.4532126919459
22,1986,275.801,275.94148388314954
23,1987,271.057,273.7191189266911
24,1988,279.107,276.6882478658011
25,1991,276.5,278.4722880539183
26,1992,276.297,275.09204351721314
27,1994,278.452,276.37898773519703
28,1995,277.265,277.6103724328159
29,1999,278.422,277.546337559237
30,2000,277.795,277.5765255312794
31,2005,278.562,278.1090511762608
32,2008,279.489,278.7242919006846
33,2012,278.003,279.2879780592659
34,2014,278.727,278.80451501738276
35,2015,277.328,277.28630422231686
36,2016,278.048,278.9265982018386
37,2017,275.05,276.34587358624304
38,2018,278.531,278.7644003448335
39,2019,276.946,277.4801104149297
