,pc1
0,0.28815041683498765
1,0.8525344622649571
2,-0.07978888570508548
3,3.3935974294555367
4,3.0732243855545684
5,2.1923767433505437
6,2.4670654624077732
7,-0.6750398946386198
8,-1.5361682968093124
9,-2.100606459365025
10,-0.8585607215407554
11,3.220021756548717
12,-1.8217721117886867
13,1.6294601212704973
14,1.1291006187939339
15,0.09979959376095333
16,-4.019888388236458
17,0.36961898567119694
18,-4.814815936312879
19,-3.0059744296693083
20,-22.95911273967122
21,-22.32837442890523
22,-22.83673047389074
23,-33.54055620382416
24,-21.87645269013594
25,-22.082339334927067
26,-28.662475247023544
27,-11.553253521365008
28,-31.16473587758929
29,-27.386237019849403
30,-20.25005021814283
31,-27.32106884000255
32,-22.71608419933785
33,1.9081087826295238
34,-13.40293644770873
35,-21.33954186786981
36,-9.082490931486195
37,-15.409602310180365
38,-13.648551110917403
39,-14.950035414985445
