,pc1,target,phase_label,year_glvar
0,-0.9777218377292114,95.183,1,1984
1,8.688958545535503,36.531,1,1985
2,5.191230991025104,94.807,1,1986
3,3.295418456385316,78.906,1,1989
4,-1.602451683203069,70.054,1,1990
5,9.261033632039362,99.88,1,1992
6,-7.093681090127145,80.441,1,1993
7,-5.298682317962829,97.19,1,1994
8,4.336353952574882,18.716,1,1995
9,-5.004857335010233,73.76,1,1996
10,-15.50173237677434,81.025,1,1997
11,-26.170735958371722,178.649,1,1998
12,-6.920533858370781,130.409,1,2000
13,1.669546098454085,73.237,1,2001
14,-3.5467543064446114,87.438,1,2002
15,12.311582938374368,55.873,1,2004
16,3.5650216975049935,38.236,1,2007
17,10.213797765628915,92.717,1,2008
18,-11.422913156205798,135.237,1,2013
19,4.432284946474268,34.891,1,2015
20,20.57589545948224,34.768,1,2018
0,-2.0971234586905263,107.769,2,1980
1,8.824765623071455,150.743,2,1981
2,4.054281804692821,104.269,2,1982
3,-6.5643675014908265,59.157,2,1983
4,15.386171836829751,102.308,2,1987
5,-14.231664575605011,79.42,2,1988
6,-14.74883706975764,48.361,2,1991
7,8.795842262423843,65.748,2,1999
8,-14.329225846939957,74.576,2,2003
9,-8.186326154407478,58.746,2,2005
10,13.204847824692408,104.882,2,2006
11,-13.000962327428114,74.388,2,2009
12,0.8620728039104513,76.197,2,2010
13,1.8219523332722627,69.306,2,2011
14,-1.1980192590259557,131.109,2,2012
15,1.2919096981885838,79.961,2,2014
16,-13.429898179519325,57.946,2,2016
17,-4.271616302600184,63.675,2,2017
18,12.33208310341732,119.963,2,2019
19,14.15404723934551,137.807,2,2020
20,11.329326726298303,138.243,2,2021
