,years,data,hindcast
0,1980,87.79,101.57152330442172
1,1981,69.787,45.97041354931031
2,1984,54.762,49.794150839730705
3,1985,126.504,87.19664605005926
4,1987,96.289,107.16305901122593
5,1988,31.234,62.41591435218665
6,1989,67.167,76.11016926122011
7,1990,81.754,84.02160798929049
8,1991,100.819,89.8255518670826
9,1993,49.037,59.03024190845708
10,1995,64.76,81.32110559374388
11,1996,28.135,41.97106692162166
12,1998,136.999,116.77617884842317
13,2004,70.647,76.11402590668601
14,2008,40.784,39.503382395909924
15,2010,33.738,40.61683824368957
16,2011,94.747,83.59278303710602
17,2013,63.597,46.037059734450665
18,2018,26.89,78.44972605044703
19,2019,106.981,64.93955513493759
20,1982,93.726,82.37744387952135
21,1983,40.005,38.63033542868789
22,1986,56.932,47.027577708832055
23,1992,52.1,43.59109833405563
24,1994,51.526,71.50355742970474
25,1997,112.482,98.99803632566325
26,1999,86.734,71.31169704563439
27,2000,55.016,64.17715804803697
28,2001,56.749,60.794368251478204
29,2002,77.791,61.91412875766488
30,2003,47.241,70.52585510278188
31,2005,55.748,64.69507265160453
32,2006,34.652,75.48069940175239
33,2007,100.404,70.24327549035549
34,2009,75.436,55.384894247416455
35,2012,122.004,86.83687480348226
36,2014,53.205,65.39305778658974
37,2015,35.568,81.29615227268755
38,2016,113.147,99.40849812999059
39,2017,63.719,74.59521890405956
