,pc1
0,31.133056978613844
1,18.553882077169643
2,56.53293513346999
3,1.9556988735373912
4,2.1006428546805394
5,2.7129666246114676
6,-11.742663076522724
7,-7.85148875666855
8,-157.3599699908038
9,42.88373992971702
10,-38.38389221578017
11,54.13971330765593
12,13.118372829355668
13,-14.125207627676687
14,50.71907395725418
15,38.06844983705412
16,-101.43307365684983
17,6.8737766423688536
18,12.150664018611177
19,-0.047016657868348855
20,2.78703026958419
21,-3.2341403922476433
22,-3.3338589873050144
23,8.7694718709829
24,5.106071599097892
25,-11.189956843179235
26,10.277052747282758
27,-0.8198060411941196
28,1.3001824326626426
29,-0.41626084489500714
30,3.7289576029049756
31,4.63084282185417
32,-6.493543833627003
33,-10.360355125711147
34,1.9500187957031365
35,-6.3039689737042295
36,3.588964896591784
37,-0.8772394401994156
38,-1.93005952428582
39,2.8220516271281375
