,years,data,hindcast
0,1980,287.384,286.9660451300922
1,1981,286.963,287.3540063907709
2,1982,288.824,287.40853945888006
3,1984,286.033,286.94190118018355
4,1985,286.165,287.52250649705053
5,1987,286.231,286.31955104792934
6,1990,287.653,287.12460499733874
7,1991,285.445,285.8427083795029
8,1993,288.312,288.86762125866363
9,1995,287.092,287.68456763888366
10,1996,287.712,288.88630218141475
11,1997,288.236,288.58535602078274
12,2002,289.009,289.31294190605456
13,2004,288.265,287.6286309040903
14,2007,289.67,289.1642452316669
15,2008,288.751,289.07152651500826
16,2010,288.57,287.5260584320981
17,2011,288.613,288.3604713185038
18,2017,290.512,288.79940006634035
19,2019,290.286,290.3590154447453
20,1983,288.432,288.72752928818346
21,1986,288.436,288.40900723234193
22,1988,287.197,288.3365267942901
23,1989,288.071,288.4053647118039
24,1992,289.512,288.4337321590939
25,1994,287.733,288.55119553041976
26,1998,288.371,288.86383685834915
27,1999,287.621,287.9610379903476
28,2000,288.429,288.0308060370524
29,2001,287.617,288.07247120689556
30,2003,290.192,289.02018972163717
31,2005,288.992,288.2615773314215
32,2006,288.786,288.0723218815802
33,2009,288.158,288.5756167653605
34,2012,287.481,287.64282710848505
35,2013,287.47,287.1897769571104
36,2014,288.605,288.5878762259206
37,2015,288.026,288.77623494603387
38,2016,289.06,288.63625101610654
39,2018,289.498,289.1328202375644
