,years,data,hindcast
0,1981,37.258,69.13026016666888
1,1984,27.303,37.19252193852351
2,1985,104.175,65.93749757708767
3,1988,72.625,52.70469708099791
4,1989,58.181,95.15221820945088
5,1996,98.744,94.74589163682353
6,1999,99.367,118.69173488924766
7,2000,51.303,89.3575101132853
8,2001,107.73,67.11401184889084
9,2003,22.521,98.49766516366394
10,2004,153.639,120.22083443629242
11,2006,192.569,148.00342215489084
12,2007,52.895,45.266388803112235
13,2008,114.817,81.22548244990061
14,2010,146.264,114.47500620334651
15,2011,128.736,107.4526845924457
16,2012,90.667,74.86283928109694
17,2013,40.892,59.105883664694844
18,2017,75.391,120.35402437336859
19,2018,94.606,110.19242541621131
20,1980,67.597,46.16015433679263
21,1982,88.868,97.46863671565694
22,1983,31.294,49.89228574457504
23,1986,85.939,94.20191177097536
24,1987,87.189,70.48188081321922
25,1990,43.995,57.75262116228226
26,1991,22.764,49.08473450877078
27,1992,128.278,113.00331584373001
28,1993,65.7,58.36679353253289
29,1994,89.989,88.74458790468825
30,1995,22.497,32.00229575857786
31,1997,54.355,78.07421773117868
32,1998,67.593,35.640573901810924
33,2002,146.934,135.3612003142987
34,2005,101.65,58.73428281198619
35,2009,46.274,59.51743229737137
36,2014,126.343,120.28664597157892
37,2015,123.29,125.9993481062603
38,2016,57.581,83.33170378195841
39,2019,76.337,80.36237699175506
