,years,data,hindcast
0,1981,133.083,78.66816345170089
1,1982,72.01,54.79619905745183
2,1984,62.897,71.11501998951009
3,1985,66.121,59.09966752673823
4,1986,80.055,56.42145062002877
5,1989,101.191,96.50788314838073
6,1996,22.462,35.996693930741294
7,1997,28.956,63.95129081856888
8,1999,87.335,67.33962937553738
9,2000,60.097,86.82672873090499
10,2001,86.263,65.37722323970627
11,2006,63.245,48.008117661872134
12,2008,110.582,83.64928078440924
13,2009,55.879,46.30591459087889
14,2011,20.289,48.77812972814783
15,2012,29.574,82.33419733931116
16,2013,46.14,62.84103906852157
17,2014,34.11,59.55207530513554
18,2017,58.125,69.88500416683823
19,2018,81.364,62.324291465616
20,1980,70.785,66.71290711362823
21,1983,81.02,79.25599623325978
22,1987,77.728,57.693900623021605
23,1988,114.519,94.27074035376519
24,1990,25.981,27.010944651109085
25,1991,29.05,54.14666593327664
26,1992,89.11,68.23594586008758
27,1993,13.215,57.64565143728351
28,1994,94.185,66.66621649322055
29,1995,94.794,62.75355305928648
30,1998,89.451,55.110699566169714
31,2002,40.985,64.81738723418991
32,2003,22.165,59.787219872810084
33,2004,47.676,75.55004056575599
34,2005,63.614,55.12854665236611
35,2007,65.31,53.86873850869432
36,2010,56.222,53.522112561286
37,2015,61.79,66.04953033872705
38,2016,69.496,84.02478522801479
39,2019,101.839,106.68341771404722
