,pc1,target,phase_label
0,128.0396232254916,53.242,1
1,103.67918856009364,63.013,1
2,92.50933974833619,49.026,1
3,156.2732658286692,14.875,1
4,-61.57430335360792,57.327,1
5,13.966747439355842,63.864,1
6,-93.10378697834459,97.272,1
7,-75.2769452052061,47.375,1
8,124.81552238768057,64.664,1
9,78.12740377546505,37.014,1
10,-81.13018597890515,97.35,1
11,-125.33401098387829,116.553,1
12,37.373255836006464,58.692,1
13,36.19376509420286,51.13,1
14,118.58322633142755,34.522,1
15,120.7736131790319,68.418,1
16,-180.99156768843127,89.413,1
17,-265.16069944611644,111.149,1
18,-110.80883687083556,37.424,1
19,-16.95615906590355,48.213,1
0,115.82097341448561,23.55,2
1,-18.320991277142333,102.754,2
2,-676.0210334217854,118.897,2
3,-209.68483995310578,106.87,2
4,203.39909566820853,69.35,2
5,-123.30271923889791,71.891,2
6,293.59349056709596,35.434,2
7,98.71061799502901,35.415,2
8,411.0078905012944,48.605,2
9,-0.5995884308688899,72.616,2
10,240.14508535833392,59.619,2
11,-247.03864382192168,94.81,2
12,-78.04122473468938,78.281,2
13,-81.74682289612875,44.951,2
14,-156.24292884439143,85.303,2
15,-62.05176983698468,76.444,2
16,-275.6782280709043,63.402,2
17,64.39188409067204,61.485,2
18,235.61856930947064,61.366,2
19,266.04680843396807,39.454,2
