,pc1
0,-0.18668355140278362
1,-2.819406111191109
2,-0.8296478321463443
3,-1.7485298859764704
4,-4.129421294623773
5,-0.9400658728556314
6,0.16016102695324497
7,0.9671271096064525
8,3.256241785751105
9,-0.7295482455189769
10,1.1459658325403999
11,3.14617719692455
12,2.4311437351031935
13,-1.0266874400765116
14,0.12108382201225351
15,-2.084764623298761
16,0.9316387299162816
17,-0.4692972903225309
18,3.7924029597346305
19,-0.9871205852256857
20,0.9266792529821448
21,10.63159867198483
22,11.610289649876458
23,-3.0574734117112676
24,1.3272311181794807
25,8.501229121480723
26,9.863342676114156
27,11.490531992122266
28,-0.695365031402231
29,0.924983373991731
30,-15.361300635196681
31,3.7207134000007684
32,-6.8688548451579745
33,-5.589964764909149
34,-8.931181160159323
35,-6.414905913699064
36,-8.379074734044169
37,0.4850134330159663
38,-4.02873600097828
39,-0.1555592609992722
