,years,data,hindcast
0,1981,280.661,279.28329607280796
1,1982,278.275,277.93332083618463
2,1984,277.094,278.3457859930231
3,1985,276.81,277.84873529187786
4,1986,276.741,277.6538737493012
5,1989,280.927,281.78729082706866
6,1996,275.896,276.3469279372035
7,1997,280.407,279.4512887121457
8,1999,280.02,279.33730386828205
9,2000,279.747,280.6761632763442
10,2001,277.81,278.41387173402705
11,2006,276.791,277.6756719375628
12,2008,278.889,280.2119541845246
13,2009,279.105,277.3740533188675
14,2011,278.865,277.588861016512
15,2012,280.59,279.34704494507986
16,2013,275.297,277.6665146482311
17,2014,281.119,278.27366199552796
18,2017,281.223,280.1612892583899
19,2018,277.252,278.14209039703985
20,1980,277.741,279.40959099562826
21,1983,278.441,278.51013557921846
22,1987,275.184,277.7255270606752
23,1988,278.119,279.2097685430257
24,1990,281.101,280.7721137212454
25,1991,280.961,280.0293645065492
26,1992,279.73,279.3249919769738
27,1993,278.68,280.1455390307046
28,1994,280.139,280.30756754811324
29,1995,278.521,278.9992405591783
30,1998,280.334,278.40198180794147
31,2002,280.187,279.9871882562809
32,2003,280.079,278.4391173746424
33,2004,278.873,278.5119215981817
34,2005,279.075,279.2030673734744
35,2007,280.952,279.8027681629023
36,2010,278.939,277.9577835768836
37,2015,279.082,279.82084368210434
38,2016,278.416,278.4805082668247
39,2019,280.759,280.27398037945267
