,years,data,hindcast
0,1982,274.72,275.35307842050435
1,1984,276.784,278.25864786443935
2,1985,270.812,273.72104922800935
3,1986,275.801,277.36839859802336
4,1989,278.043,278.1720662227759
5,1990,278.845,278.9415707391071
6,1996,273.074,276.8036171494054
7,1997,272.26,274.16532009502805
8,1999,278.422,276.29852028092796
9,2000,277.795,277.3729114854004
10,2001,275.967,274.2027932469035
11,2002,277.709,276.62738650263753
12,2006,274.907,274.5811964453673
13,2008,279.489,275.22488358444764
14,2009,274.322,275.4879310190332
15,2011,276.64,276.4861662799185
16,2012,278.003,277.00447631092425
17,2014,278.727,278.2029923994423
18,2017,275.05,274.4789015344239
19,2018,278.531,277.1490925932809
20,1980,273.943,276.7822061183488
21,1981,276.288,274.3330959117652
22,1983,279.392,277.16939451923065
23,1987,271.057,275.5654223329216
24,1988,279.107,277.80468276820085
25,1991,276.5,278.6009218841904
26,1992,276.297,275.9704081899877
27,1993,278.069,277.91437600265255
28,1994,278.452,277.6140945413243
29,1995,277.265,277.9826118677707
30,1998,277.962,277.0021282539837
31,2003,276.099,274.5866685591346
32,2004,277.014,278.2801427847564
33,2005,278.562,277.44596514158553
34,2007,280.328,277.436226852089
35,2010,273.085,275.27679829747666
36,2013,275.183,276.2386858242683
37,2015,277.328,276.5804079345536
38,2016,278.048,277.9791476479571
39,2019,276.946,276.3616145678028
