,pc1
0,43.25096423577828
1,-31.456083796694124
2,-47.97839242509873
3,20.0904525410165
4,29.395839983135147
5,-14.50526773443485
6,15.196133664908649
7,41.996966922594545
8,28.943895753719847
9,-0.06629375402791611
10,-13.965746729165204
11,-31.832018487103607
12,38.36918748323877
13,-36.39783365460454
14,-16.74483001973579
15,12.799260990204731
16,-9.929336680717508
17,-14.547211222080323
18,-16.24901306294282
19,3.629539296653122
20,-7.735386961129805
21,-76.45062378963826
22,-45.7500561847726
23,25.11899790842498
24,18.479628772232935
25,-40.03298202680688
26,-18.169115619495365
27,33.612596705692305
28,-12.336624683572067
29,-5.623137106379636
30,-9.811548430658977
31,19.798945015471215
32,2.0030281555006657
33,-4.735391749490881
34,-8.10940320497362
35,56.867707599308694
36,-16.345454990211607
37,45.5019852373525
38,1.8977809641346672
39,41.81923516990673
