,years,data,hindcast
0,1982,285.12,285.15362274734787
1,1983,283.518,285.28695562798305
2,1984,282.873,284.49913856435876
3,1986,285.412,285.57095148306337
4,1988,286.423,285.1070104744746
5,1989,286.484,287.0045552177856
6,1991,282.564,283.82308935409156
7,1995,285.355,284.08730871178705
8,1996,283.04,284.15128277192497
9,1997,285.102,284.8924741778764
10,1998,286.977,287.1276630605092
11,1999,286.464,286.4762002538063
12,2000,286.875,286.6775690207566
13,2001,286.26,285.8299723777632
14,2003,285.875,284.61053457356115
15,2005,284.998,285.37313102320627
16,2007,286.399,284.89884851047884
17,2008,287.857,286.4743021685063
18,2009,286.328,287.11207497701076
19,2010,283.077,282.8443149037092
20,1980,284.489,286.34008673560686
21,1981,285.696,284.76007777535625
22,1985,285.307,285.16971555287836
23,1987,282.721,284.1527238350126
24,1990,286.425,286.0259465907533
25,1992,287.684,286.8759247036952
26,1993,286.531,287.15664672194697
27,1994,284.956,286.03573712858724
28,2002,285.916,285.52556017396734
29,2004,284.782,285.7062198245149
30,2006,286.611,286.7123073864366
31,2011,286.411,285.7250462177929
32,2012,286.392,286.81902418680056
33,2013,283.857,284.40806297799185
34,2014,286.005,286.10087694916206
35,2015,284.79,283.6703133099107
36,2016,286.869,285.8453987154165
37,2017,287.239,286.8434291279829
38,2018,288.522,286.3457858420889
39,2019,284.365,285.3491162440975
