,pc1,target,phase_label
0,-31.36338331856808,278.43,1
1,-3.3707394324164968,280.548,1
2,7.828648447637477,281.542,1
3,-21.13291713855002,279.768,1
4,1.1883838297048697,281.242,1
5,-16.190598359260008,275.969,1
6,32.302582042321006,283.18,1
7,2.0275772863849535,279.45,1
8,0.6745429507449429,279.988,1
9,13.291874518549534,281.246,1
10,0.7746830201435363,281.185,1
11,9.410117878428961,280.022,1
12,-15.08339423026225,280.714,1
13,13.979698256950947,282.748,1
14,29.640305744366266,282.63,1
15,-38.23297166085918,279.101,1
16,7.771204514654448,280.219,1
17,-1.7011441348033294,280.357,1
18,2.5887075184125403,281.428,1
19,5.595692235963888,279.808,1
0,-13.171919970249975,280.043,2
1,38.02521937806449,281.547,2
2,-52.157959318727656,276.482,2
3,54.63167128509566,281.399,2
4,-2.880670085121543,280.287,2
5,-27.091448366209747,279.225,2
6,-21.84607452673472,279.704,2
7,3.3196685000078605,279.096,2
8,2.772608447036155,280.449,2
9,-15.833989243863453,277.399,2
10,1.7978453107965733,280.361,2
11,-5.760989184336142,281.026,2
12,-27.04727177465217,281.038,2
13,-13.343216736423033,280.527,2
14,-15.070474326278097,280.383,2
15,-8.764172491275035,280.865,2
16,76.05882508585933,283.104,2
17,26.02447530014443,279.21,2
18,-40.11593658970473,280.834,2
19,40.45419942134274,280.069,2
