,pc1
0,5.200061181249285
1,8.785927083126124
2,0.041895216958485026
3,-9.454747206500842
4,-0.4084861399389239
5,-3.929955978211516
6,12.528216184449956
7,7.726021070627965
8,4.299770609610117
9,1.8002305154900895
10,-3.5876649418623354
11,-4.488963308542707
12,3.667474524953588
13,-8.164763704627504
14,-3.9359899742024127
15,5.2283886671783835
16,22.14480953259124
17,-6.234335911046806
18,-5.503506585152452
19,-25.258841381072802
20,-0.45497571378284046
21,-5.434587619123547
22,-10.032025261832093
23,-2.824488929720724
24,16.864049020894353
25,-7.193654889073058
26,-7.8974408183167775
27,-3.6632782701988478
28,20.521474919566966
29,-4.55043461512943
30,-14.907590523109528
31,12.587647365830273
32,-10.32863241908479
33,24.800882095569385
34,-17.109938993868067
35,-3.399723892231069
36,12.037058009413613
37,-5.87040488554412
38,29.95453652171888
39,0.15451819379424186
40,-15.454927384370547
41,-8.251365918035722
