tpNetherlands
1979 2021
1.982	2.235	3.452	2.171	3.191	2.578	1.172	2.721	1.434	1.836	2.562	4.251
1.892	2.088	2.283	1.386	0.760	2.926	4.594	2.181	1.422	3.476	2.432	2.373
3.013	1.535	4.293	1.193	3.315	2.326	1.774	1.202	2.055	4.863	2.637	2.058
1.406	0.673	2.323	1.181	1.718	3.124	1.055	2.867	1.970	3.364	2.359	2.691
3.373	1.532	2.614	3.514	3.835	1.333	0.718	1.010	3.908	1.908	1.978	2.061
4.122	2.112	2.029	0.726	3.447	1.825	3.079	0.881	4.919	3.070	2.615	1.863
2.005	0.348	2.133	2.619	2.033	4.217	3.253	3.361	1.631	1.178	2.460	3.234
3.816	0.193	2.582	2.156	1.581	1.898	1.734	2.772	1.605	3.058	2.821	4.046
1.297	1.283	2.507	1.120	2.237	3.210	4.340	2.813	2.233	3.300	3.674	1.516
4.473	3.024	3.694	0.925	2.319	1.041	4.896	2.343	3.305	2.562	1.466	1.973
0.792	2.137	3.264	2.615	0.480	2.239	1.923	1.877	1.759	2.545	1.219	3.226
2.024	3.442	0.838	2.149	1.143	2.725	1.395	1.419	3.109	2.260	2.935	2.302
2.120	1.038	0.937	1.566	1.142	3.361	2.789	0.734	2.329	1.560	4.046	1.431
1.292	1.133	2.874	1.921	1.568	1.737	2.023	4.138	2.201	3.222	3.801	1.927
2.565	0.883	0.426	1.671	2.342	1.635	4.468	2.119	4.978	2.595	2.095	4.598
2.755	1.304	3.038	2.859	1.923	1.718	0.706	2.903	4.902	3.135	1.687	3.620
4.190	2.792	3.058	1.417	3.058	2.159	1.482	0.726	3.756	0.604	1.075	1.307
0.520	2.071	0.725	0.395	1.849	0.938	1.928	3.185	1.609	2.379	4.349	1.452
0.276	3.022	0.934	0.938	2.525	3.749	2.242	1.753	0.994	2.614	1.899	2.497
2.841	0.740	2.885	4.386	1.450	4.567	2.507	2.180	5.158	5.763	3.067	2.519
2.954	2.005	2.817	2.177	2.060	2.891	1.755	3.205	2.789	2.121	1.739	4.586
1.528	3.403	1.939	2.545	3.138	1.834	3.321	1.655	2.838	4.207	4.383	2.785
2.759	2.988	2.783	3.181	1.528	1.892	2.832	3.475	4.806	2.362	2.856	2.370
2.170	3.975	1.322	2.018	2.086	2.593	3.036	4.740	1.918	2.821	2.955	3.028
2.373	0.834	0.715	1.719	2.752	1.575	2.459	0.727	1.564	2.406	1.882	2.909
3.459	2.240	1.538	1.509	1.194	2.355	3.357	4.956	2.276	1.802	2.222	1.744
1.741	1.788	2.052	2.580	2.466	1.858	3.531	3.279	2.667	1.895	2.226	1.642
0.590	2.068	2.040	1.725	3.140	1.155	0.830	6.212	1.036	3.383	2.643	3.201
3.759	3.172	2.107	0.053	3.760	3.347	5.369	1.706	2.488	1.233	2.122	2.446
3.191	1.377	3.567	1.235	1.893	1.359	3.419	3.704	2.658	2.991	2.901	1.036
1.923	2.215	1.802	0.799	1.649	2.514	3.345	1.493	1.340	2.400	3.967	3.173
1.607	3.272	1.814	0.905	2.045	1.125	2.217	4.718	3.102	2.458	2.693	1.677
2.320	1.937	0.654	0.575	1.114	3.158	5.289	4.153	2.279	2.236	0.569	4.380
2.913	0.868	0.954	3.126	2.207	4.067	4.300	2.925	2.642	4.229	2.077	4.065
1.809	1.518	1.488	1.038	2.884	2.120	1.881	1.319	2.711	4.362	3.179	2.395
2.920	2.922	1.100	1.738	3.586	1.774	2.957	4.076	0.841	2.579	2.137	2.894
3.458	1.959	1.993	0.906	1.983	1.186	3.065	3.977	3.279	1.125	3.981	1.748
3.482	2.507	2.242	2.248	1.980	3.772	1.826	1.857	0.957	1.869	2.528	0.642
1.818	2.428	1.875	1.020	1.207	2.124	4.050	2.432	4.391	2.054	2.385	3.960
3.046	1.035	2.625	3.417	1.555	0.896	0.638	3.052	2.276	1.121	1.166	2.885
1.571	1.923	3.285	1.089	1.273	3.566	1.592	2.462	3.739	3.870	2.477	2.740
1.949	4.530	1.591	0.813	0.574	2.243	2.372	2.948	2.062	4.445	1.513	3.537
2.923	2.170	1.770	1.726	3.826	3.550	3.141	3.202	1.120	4.459	2.250	2.234
