,pc1,target,phase_label
0,-13.163408255929717,288.322,1
1,-1.3059012161021109,289.643,1
2,0.0656723109474342,289.446,1
3,-0.6776119475170468,288.818,1
4,-2.2757107830731798,290.432,1
5,-2.189329256315176,288.974,1
6,3.428598838240333,291.331,1
7,-2.133317583677922,288.202,1
8,10.093652362140855,291.095,1
9,12.283461394991509,291.463,1
10,6.884983705249674,289.528,1
11,15.552886884897823,294.316,1
12,8.130311338831099,289.656,1
13,2.3085947113274443,290.638,1
14,14.606507258815956,290.627,1
15,18.02205128974219,291.947,1
16,6.210883427115032,288.608,1
17,5.873672127935418,289.833,1
18,8.208949695888592,291.4,1
19,17.659440181475986,292.908,1
0,-9.909971535389836,288.333,2
1,-6.337693969916371,289.055,2
2,0.15425041155289776,291.04,2
3,-6.569998293502155,291.918,2
4,-11.069436738564148,289.333,2
5,-4.040276830320967,289.347,2
6,3.260975201110951,291.061,2
7,-2.5997723421587158,290.83,2
8,-2.7286343812337015,288.967,2
9,8.270641081231936,293.292,2
10,-5.319383177409039,292.216,2
11,-9.075664225188252,290.031,2
12,-12.983022755471648,289.0,2
13,-1.6930002326504354,290.124,2
14,-16.110585295476845,290.191,2
15,3.364277755792158,292.264,2
16,7.183491728441119,290.835,2
17,-5.048424463965759,290.913,2
18,-7.0501367576711385,290.707,2
19,1.0729959478355295,291.269,2
