,years,data,hindcast
0,1982,288.824,289.1440479014467
1,1984,286.033,286.8382190687636
2,1985,286.165,287.15461531367936
3,1986,288.436,288.06347497555186
4,1989,288.071,287.3369200959963
5,1996,287.712,287.89894380052715
6,1999,287.621,287.28943311002917
7,2000,288.429,287.3344141673828
8,2001,287.617,288.2864828705754
9,2002,289.009,289.24576166854104
10,2004,288.265,289.0239723482043
11,2006,288.786,288.75734192082973
12,2007,289.67,289.2636818545289
13,2008,288.751,287.5263589864644
14,2009,288.158,288.510943294196
15,2011,288.613,288.3085246178895
16,2012,287.481,288.0906759418067
17,2013,287.47,288.46192185919637
18,2017,290.512,289.3742175488058
19,2018,289.498,289.211048655584
20,1980,287.384,287.05508324428433
21,1981,286.963,287.7527241656454
22,1983,288.432,288.01058356228333
23,1987,286.231,287.68366194522866
24,1988,287.197,287.7554483872722
25,1990,287.653,287.76005955122054
26,1991,285.445,286.5811849770741
27,1992,289.512,287.8700291293538
28,1993,288.312,287.5447246982637
29,1994,287.733,286.94408354862765
30,1995,287.092,287.1185629209819
31,1997,288.236,287.8309865531239
32,1998,288.371,288.7467313218259
33,2003,290.192,289.2422284852702
34,2005,288.992,288.86197584164813
35,2010,288.57,288.2714646450993
36,2014,288.605,288.79790780071596
37,2015,288.026,288.87875319887627
38,2016,289.06,290.04720758561314
39,2019,290.286,289.53859843759096
