,pc1,target,phase_label
0,2.5974159917735453,280.365,1
1,3.8005132001864603,280.48,1
2,1.6630197025038733,281.02,1
3,6.7784126678557435,278.836,1
4,4.200332323159945,279.764,1
5,6.333446592021806,281.155,1
6,3.1549371725518225,281.506,1
7,0.03611348032685737,280.565,1
8,-3.005404473793727,282.477,1
9,-1.9161129767342109,282.301,1
10,0.16855576068191472,281.007,1
11,-0.7047341779738399,282.097,1
12,-0.3143458812901615,281.341,1
13,-0.47637334962508493,281.561,1
14,-7.109633356446441,284.289,1
15,-8.327124436801247,285.153,1
16,2.3688510464674746,281.008,1
17,-3.9364672567822736,284.424,1
18,-2.32117393334557,281.415,1
19,-2.98996698121993,284.252,1
0,-0.8193038689300292,280.636,2
1,-0.07300744075143424,280.887,2
2,-0.5638985165098637,281.012,2
3,-0.6481009112309345,282.799,2
4,-0.9739883223869266,281.178,2
5,0.02721350438242332,281.554,2
6,-0.9292463408323924,281.061,2
7,0.4328336980819915,281.38,2
8,0.8917816971126005,283.39,2
9,0.034253970584200884,281.704,2
10,0.3084261783740715,281.883,2
11,0.48901298449596603,282.527,2
12,1.2655401818329555,283.034,2
13,0.9403866939374157,282.719,2
14,0.8659926986188594,285.113,2
15,-0.44212195215415684,281.973,2
16,-0.30310058637964415,280.442,2
17,-0.6154173960176308,281.463,2
18,-0.5139721418256038,281.366,2
19,0.6266017430185181,283.321,2
