,years,data,hindcast
0,1981,289.6,289.66506432770683
1,1984,290.615,289.7727022406878
2,1985,288.736,289.59122859073887
3,1988,289.369,289.3507212285068
4,1989,290.066,289.85561060787785
5,1996,290.269,289.8141882216401
6,1999,290.354,290.0238664331684
7,2000,290.298,289.8733050584709
8,2001,291.262,291.20007504663096
9,2003,291.843,291.2458692284658
10,2004,291.539,291.53274429189014
11,2006,289.426,290.49445986417714
12,2007,290.037,290.49431715658926
13,2008,290.27,290.17343774561675
14,2010,289.717,290.05760528200756
15,2011,289.628,289.9813176583051
16,2012,291.173,290.9772030793009
17,2013,290.902,290.5510987740478
18,2017,290.324,291.05739721972816
19,2018,291.362,291.07778794444243
20,1980,289.857,290.05861100938256
21,1982,290.118,289.82397875347
22,1983,290.769,289.828269332378
23,1986,288.362,289.0627015992993
24,1987,288.999,288.65879999025947
25,1990,291.142,291.12151249252935
26,1991,290.621,291.1868972093765
27,1992,290.536,289.6265012769356
28,1993,288.381,289.368037225172
29,1994,290.51,290.70271099109794
30,1995,292.137,290.9793250573284
31,1997,293.223,291.1206598837681
32,1998,289.453,290.6242105029706
33,2002,291.529,290.64422543760094
34,2005,289.14,290.41120840565895
35,2009,291.493,290.86097994645235
36,2014,289.208,290.14694167605285
37,2015,291.252,291.20399418027426
38,2016,290.919,292.14512782724
39,2019,291.474,291.548307202753
