,pc1,target,phase_label
0,-2.173027907439618,107.769,1
1,8.035942041146816,104.269,1
2,-10.56585567875429,36.531,1
3,-1.572480593808793,94.807,1
4,11.139415433118968,102.308,1
5,-8.018717014280584,79.42,1
6,-5.218924008959854,70.054,1
7,-2.906833515886214,48.361,1
8,-1.5224980358133635,99.88,1
9,-7.029347911160535,18.716,1
10,18.65089492414076,178.649,1
11,-0.9368528032635,74.576,1
12,-6.797109263556599,55.873,1
13,-11.020729956995966,38.236,1
14,4.751716669017055,74.388,1
15,9.61975102521399,131.109,1
16,-2.1633593787504415,135.237,1
17,8.232856717374661,57.946,1
18,0.7997259890972764,63.675,1
19,-1.3050590345012,119.963,1
0,10.783412613926153,150.743,2
1,-0.5905311613826926,59.157,2
2,9.216688775682496,95.183,2
3,3.9593227730619978,78.906,2
4,4.657102745610674,80.441,2
5,3.949768668986386,97.19,2
6,5.453529084136346,73.76,2
7,-1.473421042713257,81.025,2
8,-1.0863341628807408,65.748,2
9,3.5009804665524493,130.409,2
10,-0.588287147683154,73.237,2
11,-1.9408760469204476,87.438,2
12,-2.378032885016089,58.746,2
13,-0.5826778301568883,104.882,2
14,-2.07365058176819,92.717,2
15,-3.0349487775492454,76.197,2
16,-2.868497360123396,69.306,2
17,-4.943660685348911,79.961,2
18,-12.138422822972343,34.891,2
19,-7.821900622340469,34.768,2
