,pc1
0,40.5299143460962
1,318.90307592086407
2,73.63223766877704
3,-99.37102352046463
4,120.26864174191894
5,-240.78114122302281
6,122.85530829416398
7,-47.33061380683987
8,197.18425189752958
9,-24.39518740098928
10,-289.9315635788488
11,-53.716847691563515
12,-61.72396194333806
13,-237.7992913927329
14,201.96302433923856
15,-104.22705563259495
16,276.1880704326676
17,52.75399862084383
18,-103.98283125980191
19,-141.01847042598916
20,-114.72182943586044
21,-43.494541189515196
22,-332.79488897050317
23,15.563975221058513
24,33.10340397289642
25,-7.463592998687846
26,104.41729087245974
27,-27.861478069363606
28,-92.04647059372981
29,-14.573648273439032
30,187.02200496578408
31,-14.157052918400414
32,-13.57556673333136
33,-138.86406333376962
34,75.59567170058187
35,153.8932268236294
36,110.74282486678932
37,50.55093548103165
38,258.0693145890012
39,-189.40545761261788
