,years,data,hindcast
0,1981,289.055,289.82292004193283
1,1982,291.04,291.4824140259475
2,1987,289.333,289.61111122069343
3,1991,291.061,291.4956224816486
4,1994,293.292,291.4704214355014
5,1997,290.031,289.9807596699015
6,1998,289.0,289.06500774274383
7,1999,291.331,289.52554219255825
8,2000,288.202,289.0127282541645
9,2001,291.095,290.2245933007513
10,2003,291.463,291.5055654813772
11,2004,289.528,290.6954010166664
12,2005,290.191,290.7767599581553
13,2010,291.947,291.0769609354625
14,2011,288.608,288.91284229853346
15,2012,289.833,289.86635152888834
16,2013,291.4,290.9171140014749
17,2014,292.264,291.4721844453271
18,2015,290.835,292.1642202398705
19,2017,290.707,291.1374797284018
20,1980,288.333,289.473127823825
21,1983,291.918,290.7708981221598
22,1984,288.322,288.46759471022773
23,1985,289.643,289.32742476451864
24,1986,289.446,289.9640185183217
25,1988,288.818,289.88761262769054
26,1989,290.432,289.5804157549043
27,1990,289.347,289.7105089989281
28,1992,290.83,289.71310451016694
29,1993,288.967,289.38316599461814
30,1995,292.216,290.6555214699755
31,1996,288.974,289.33565139922496
32,2002,290.124,290.674113043139
33,2006,294.316,291.17405904246976
34,2007,289.656,290.756672462127
35,2008,290.638,290.4810401956221
36,2009,290.627,291.47937682632147
37,2016,290.913,292.3259572948869
38,2018,292.908,292.4382763399231
39,2019,291.269,292.09846010094975
