,years,data,hindcast
0,1982,290.118,289.3775713992225
1,1986,288.362,289.1158505988021
2,1987,288.999,288.81982451513437
3,1989,290.066,289.8798271528037
4,1991,290.621,290.49947643140587
5,1994,290.51,289.9737987909133
6,1996,290.269,290.4000647813737
7,1998,289.453,289.63587822845983
8,1999,290.354,290.55611087602017
9,2001,291.262,291.0847856894192
10,2003,291.843,290.66095504554977
11,2004,291.539,290.88812560142895
12,2005,289.14,290.5874748982013
13,2006,289.426,289.9649482011905
14,2009,291.493,291.3154214110864
15,2012,291.173,290.84437627120735
16,2015,291.252,291.23559265442924
17,2016,290.919,291.1074396113587
18,2017,290.324,291.05005896238424
19,2019,291.474,291.59941887960923
20,1980,289.857,290.11347784749114
21,1981,289.6,289.6079587544132
22,1983,290.769,290.6068304725243
23,1984,290.615,289.7520946708729
24,1985,288.736,289.60161428182886
25,1988,289.369,288.7126997737409
26,1990,291.142,290.98536976094374
27,1992,290.536,290.8278793537999
28,1993,288.381,290.7540927346783
29,1995,292.137,290.375619550216
30,1997,293.223,292.01823405355145
31,2000,290.298,290.0087790266822
32,2002,291.529,291.29030318784737
33,2007,290.037,290.2065983660554
34,2008,290.27,290.13782118046663
35,2010,289.717,289.77062548792145
36,2011,289.628,290.2554910647087
37,2013,290.902,290.4925452000941
38,2014,289.208,290.80668000997144
39,2018,291.362,290.9912852221914
