,years,data,hindcast
0,1981,289.6,289.27371050921954
1,1982,290.118,290.22412705027796
2,1984,290.615,290.2090421209773
3,1986,288.362,288.33205137386335
4,1987,288.999,289.81775877896166
5,1990,291.142,289.98806413912376
6,1991,290.621,290.35345504134625
7,1993,288.381,290.004443219078
8,1994,290.51,290.9062907805709
9,1996,290.269,289.6770011032043
10,1998,289.453,290.4847031530791
11,2002,291.529,291.4175385692569
12,2004,291.539,291.0992444499659
13,2006,289.426,289.8558367465003
14,2009,291.493,290.4627030307695
15,2012,291.173,290.6331425562055
16,2015,291.252,291.2412769816602
17,2016,290.919,291.0089435846891
18,2017,290.324,291.0425442221435
19,2019,291.474,291.16712258910763
20,1980,289.857,290.4004665674143
21,1983,290.769,289.95511038251385
22,1985,288.736,290.53848590418426
23,1988,289.369,289.73761968300164
24,1989,290.066,290.0345653192254
25,1992,290.536,291.92151569300654
26,1995,292.137,291.70806673014465
27,1997,293.223,291.4550999295186
28,1999,290.354,289.9619141174547
29,2000,290.298,290.42535085968865
30,2001,291.262,290.6651616436209
31,2003,291.843,290.70609598407253
32,2005,289.14,290.27773975494836
33,2007,290.037,289.8798463245344
34,2008,290.27,289.7442994460363
35,2010,289.717,290.7302475303809
36,2011,289.628,289.960539357692
37,2013,290.902,290.79462906671205
38,2014,289.208,289.52325759456363
39,2018,291.362,290.2939881112863
