,pc1
0,-1.0265813265693886
1,-2.864573079990232
2,-1.0095388152101537
3,-1.4423606974015524
4,-8.990190993888497
5,-12.549179559751153
6,-10.773944312200332
7,-8.90138527393125
8,4.46909337916121
9,3.2111135634645196
10,-0.3050572283091583
11,5.431661830962092
12,6.2332207965751465
13,7.792214198155142
14,6.47825040696158
15,-0.30823064127851585
16,6.665030577598236
17,-0.24948355127177788
18,7.208572430995389
19,0.9306945693313879
20,-3.75543425339638
21,-1.187160256779317
22,0.40980081948035374
23,-0.19528052809957736
24,-0.11130172759850689
25,-2.1543397986353208
26,-3.257634819567679
27,-0.07875285731340373
28,0.012525523593246851
29,0.5883583404658741
30,5.581940204004843
31,0.1878572718683157
32,2.759697301204294
33,0.06224362579088756
34,3.309428844392648
35,0.21689090349292092
36,0.08506513585220803
37,-2.762384507448115
38,1.869446951279561
39,-1.5802544924666921
