,pc1,target,phase_label
0,-1.0265813265693886,60.543,1
1,-2.864573079990232,42.983,1
2,-1.0095388152101537,18.836,1
3,-1.4423606974015524,61.249,1
4,-8.990190993888497,9.737,1
5,-12.549179559751153,5.396,1
6,-10.773944312200332,32.844,1
7,-8.90138527393125,36.5,1
8,4.46909337916121,60.069,1
9,3.2111135634645196,84.606,1
10,-0.3050572283091583,56.135,1
11,5.431661830962092,98.677,1
12,6.2332207965751465,64.951,1
13,7.792214198155142,50.053,1
14,6.47825040696158,57.903,1
15,-0.30823064127851585,39.917,1
16,6.665030577598236,54.225,1
17,-0.24948355127177788,25.182,1
18,7.208572430995389,67.993,1
19,0.9306945693313879,53.845,1
0,-3.75543425339638,42.887,2
1,-1.187160256779317,35.931,2
2,0.40980081948035374,87.706,2
3,-0.19528052809957736,59.844,2
4,-0.11130172759850689,96.374,2
5,-2.1543397986353208,29.076,2
6,-3.257634819567679,24.723,2
7,-0.07875285731340373,78.175,2
8,0.012525523593246851,20.72,2
9,0.5883583404658741,83.66,2
10,5.581940204004843,111.308,2
11,0.1878572718683157,23.337,2
12,2.759697301204294,88.808,2
13,0.06224362579088756,62.017,2
14,3.309428844392648,91.629,2
15,0.21689090349292092,42.502,2
16,0.08506513585220803,81.808,2
17,-2.762384507448115,54.846,2
18,1.869446951279561,72.694,2
19,-1.5802544924666921,28.985,2
