,pc1
0,-188.39269921439876
1,293.7379939441653
2,-9.676596889836112
3,202.70271963665644
4,343.3841153999651
5,194.09976453922707
6,670.58288013706
7,-2.047657130957015
8,-445.28697316563506
9,-244.75901094245637
10,-433.3304990460964
11,282.1114006689418
12,-313.0569135677225
13,-405.64400815904526
14,320.63065860857995
15,228.44521272007347
16,-387.5284736535873
17,50.69624854486503
18,-116.41352960777098
19,-40.26003414391421
20,73.8744595365851
21,112.50538225686775
22,-443.93596919047513
23,246.68156769514533
24,-232.29672604109572
25,68.56652304188444
26,-181.61643828275837
27,-74.15439340265333
28,-424.6737320328409
29,-157.2346434004364
30,-459.13793719351565
31,551.6351802821171
32,44.56038713687773
33,150.4208228787958
34,73.59339559164206
35,116.37880275315412
36,-68.63478167027553
37,328.3462667087365
38,412.9068004448601
39,-137.7752972289662
