,years,data,hindcast
0,1980,2.373,2.265077360163371
1,1981,2.058,1.9790802885714065
2,1983,2.061,1.8324008865441925
3,1984,1.863,3.03359576979366
4,1985,3.234,2.713629420062258
5,1988,1.973,2.1480659836279763
6,1990,2.302,2.2972257776246785
7,1995,1.307,1.3216728977661738
8,1996,1.452,2.4681402050918386
9,1997,2.497,2.303195200851558
10,1998,2.519,1.561492690484151
11,2000,2.785,2.2834097241172167
12,2002,3.028,2.2989611328709074
13,2005,1.642,2.1278891638957482
14,2008,1.036,1.8793684142695959
15,2009,3.173,3.3385146197399322
16,2010,1.677,1.6405275236199302
17,2012,4.065,2.8205618269845516
18,2016,0.642,1.648724824740448
19,2018,2.885,2.52401355201442
20,2021,2.234,2.320452737166118
21,1979,4.251,3.8438776118963744
22,1982,2.691,2.5956135661661364
23,1986,4.046,4.037405869492829
24,1987,1.516,2.569299346891441
25,1989,3.226,3.4655156354303926
26,1991,1.431,2.36049416949146
27,1992,1.927,2.40175623141252
28,1993,4.598,3.190797709655868
29,1994,3.62,3.376229665491479
30,1999,4.586,4.034325275608168
31,2001,2.37,2.7893039590583015
32,2003,2.909,2.078494219814772
33,2004,1.744,1.2280711996332485
34,2006,3.201,3.8444072532318643
35,2007,2.446,2.6112130033998966
36,2011,4.38,3.2027857324174818
37,2013,2.395,2.299980980937022
38,2014,2.894,3.424203547371363
39,2015,1.748,3.176610575257442
40,2017,3.96,3.4819758921796193
41,2019,2.74,3.3538689436179823
42,2020,3.537,2.849769611544218
