,pc1,target,phase_label,year_glvar
0,3.4901623217884308,67.597,1,1980
1,4.560928181749557,88.868,1,1982
2,2.8305839055872317,43.995,1,1990
3,6.07945540546543,22.764,1,1991
4,2.4986618873756767,65.7,1,1993
5,4.405504939605493,22.497,1,1995
6,7.989578718373165,54.355,1,1997
7,-6.361707638315432,67.593,1,1998
8,3.9793226248557194,101.65,1,2005
9,3.23777948112299,52.895,1,2007
10,-2.0374214983175785,114.817,1,2008
11,5.720263247565099,46.274,1,2009
12,-13.195222174855028,146.264,1,2010
13,-4.486588648131955,128.736,1,2011
14,3.6864511822189088,90.667,1,2012
15,-4.7533464269520245,126.343,1,2014
16,-2.1109766134397763,123.29,1,2015
17,0.43208636685069673,57.581,1,2016
18,-6.798968371850255,75.391,1,2017
19,-2.995329242162661,76.337,1,2019
20,-6.172381651492596,91.375,1,2020
0,2.369032677821016,37.258,2,1981
1,3.8565548643723964,31.294,2,1983
2,7.091211517104648,27.303,2,1984
3,-2.290235964225342,104.175,2,1985
4,-1.3198344066146936,85.939,2,1986
5,-3.1062117411301595,87.189,2,1987
6,7.118126393345733,72.625,2,1988
7,-4.621318795721102,58.181,2,1989
8,0.4020839363911617,128.278,2,1992
9,0.921149112806158,89.989,2,1994
10,-0.6110361432074729,98.744,2,1996
11,-4.163347631796968,99.367,2,1999
12,3.1400293275109963,51.303,2,2000
13,2.7129983528724497,107.73,2,2001
14,-6.439948619788484,146.934,2,2002
15,5.595398200399007,22.521,2,2003
16,-7.355204003138657,153.639,2,2004
17,-4.641838134461038,192.569,2,2006
18,7.046213930857765,40.892,2,2013
19,-1.9441695254368585,94.606,2,2018
20,-3.760383043633827,99.275,2,2021
