,pc1
0,2.0480613960240186
1,-3.7382584925303304
2,5.23127103023423
3,4.416528736558978
4,-8.455277543791771
5,-9.976889996992035
6,7.884751757502634
7,3.002590404133956
8,4.904880827354343
9,-0.7575907810492899
10,-9.849126227948467
11,9.166338394191586
12,2.1627281019411804
13,5.962151540989836
14,-3.537783503406638
15,4.637508174833786
16,8.5177125526429
17,3.7011778098306483
18,6.922276761142458
19,1.1274544481145106
20,-86.32559274088818
21,-113.41846503090136
22,-72.6152322749904
23,-71.67953169855976
24,-98.71449097173398
25,-80.84264702126313
26,-65.98741542969094
27,-72.65137454949172
28,-93.29967780499989
29,-101.0811928647093
30,-45.627115445914704
31,-67.36286860843127
32,-76.89819393428351
33,-81.82511839070358
34,-69.28669293445031
35,-108.01059059134359
36,-52.226272296425066
37,-91.78234062503509
38,-74.02878468184876
39,-108.05761077726544
