,years,data,hindcast
0,1980,287.384,286.5400020686999
1,1982,288.824,287.9080480400626
2,1984,286.033,286.171252076127
3,1985,286.165,286.8230679135896
4,1987,286.231,287.03665533103907
5,1990,287.653,288.7621148886145
6,1991,285.445,286.2324557311666
7,1993,288.312,287.8473918545122
8,1995,287.092,287.0807996735313
9,1996,287.712,286.8554121004844
10,1997,288.236,288.6519975949135
11,1999,287.621,287.8410982085025
12,2000,288.429,288.87138675277265
13,2004,288.265,288.7336327925315
14,2007,289.67,289.1033826569895
15,2009,288.158,288.43599715465336
16,2010,288.57,287.393715472825
17,2011,288.613,288.58306287808176
18,2012,287.481,288.1745346181038
19,2019,290.286,289.13399219279864
20,1981,286.963,287.82430425929596
21,1983,288.432,287.93306436879175
22,1986,288.436,288.6197400347623
23,1988,287.197,288.22908954019795
24,1989,288.071,288.70887204534864
25,1992,289.512,288.7493331292338
26,1994,287.733,288.0381896901607
27,1998,288.371,288.381523627152
28,2001,287.617,288.2002677690373
29,2002,289.009,289.03116667592667
30,2003,290.192,289.94682774832
31,2005,288.992,288.7465729458693
32,2006,288.786,288.1619631974663
33,2008,288.751,287.82756980113794
34,2013,287.47,288.38368662163356
35,2014,288.605,288.86628591081177
36,2015,288.026,289.3508888154075
37,2016,289.06,288.4645880559453
38,2017,290.512,289.5591119794092
39,2018,289.498,288.2099537840917
