,years,data,hindcast
0,1985,100.249,122.71942771643354
1,1986,125.43,122.49162914652871
2,1988,61.158,79.54205086062777
3,1989,99.994,97.20776942352772
4,1990,71.359,71.32774432632415
5,1991,44.356,75.55258597787855
6,1992,59.721,89.52231461237619
7,1993,142.547,130.39394548237493
8,1994,112.219,111.6812276469348
9,1995,40.513,60.23027005436827
10,1997,77.391,84.60124837842314
11,1999,142.156,98.07407700959213
12,2001,73.461,72.27340554333335
13,2002,93.864,88.93738349227102
14,2003,90.195,65.95779756792317
15,2004,54.078,52.96571165156814
16,2007,75.825,64.49483163120297
17,2008,32.104,43.416027335171435
18,2010,51.992,41.76136888447466
19,2018,89.451,64.91218325866515
20,1980,73.573,68.7430751469915
21,1981,63.801,73.81843551896573
22,1982,83.43,56.98727917170535
23,1983,63.898,53.24256862476516
24,1984,57.754,55.1426512238551
25,1987,47.004,48.65851442406587
26,1996,45.022,67.84724612831425
27,1998,78.078,73.9412205874415
28,2000,86.35,74.09390817596008
29,2005,50.89,75.66049721479045
30,2006,99.225,84.51916878785745
31,2009,98.371,74.15418195011945
32,2011,135.773,139.171468498657
33,2012,126.017,111.06328071896397
34,2013,74.252,94.70706342668979
35,2014,89.714,97.71471472689485
36,2015,54.183,74.81275435456273
37,2016,19.912,33.82963799805986
38,2017,122.767,96.42531765597683
39,2019,84.951,100.43201566536341
