,pc1,target,phase_label
0,-1.148530699906337,69.787,1
1,0.8083264627768446,54.762,1
2,3.3537026943842876,126.504,1
3,-4.022685108189553,31.234,1
4,-4.132408057141703,67.167,1
5,-10.719593510817294,28.135,1
6,11.238313453904853,86.734,1
7,0.08595453685612182,55.016,1
8,5.510529348009679,56.749,1
9,-1.8345897847983788,47.241,1
10,-5.9403639360193194,70.647,1
11,-1.70143889166887,34.652,1
12,6.6192891786333625,100.404,1
13,6.724277233145217,40.784,1
14,0.9012800708298976,75.436,1
15,3.9534993315250015,94.747,1
16,7.264787559585529,122.004,1
17,-1.6492517573024088,63.597,1
18,-5.850117597219601,53.205,1
19,-9.460535033172368,26.89,1
0,0.8019753042828076,87.79,2
1,0.8606652571353741,93.726,2
2,-7.2712296810640025,40.005,2
3,-7.159371341615027,56.932,2
4,4.465624372769537,96.289,2
5,0.060681403850018335,81.754,2
6,4.087174872174227,100.819,2
7,-5.521244465330107,52.1,2
8,-3.435673054967132,49.037,2
9,-3.7391998721162043,51.526,2
10,-3.3974377225083545,64.76,2
11,0.37134521726944186,112.482,2
12,14.06895903160893,136.999,2
13,2.2869324247350855,77.791,2
14,-1.9769039504605472,55.748,2
15,0.22933921601239413,33.738,2
16,-0.25751983406858364,35.568,2
17,4.276655187149723,113.147,2
18,0.05399801827754592,63.719,2
19,1.1954039239373275,106.981,2
