,pc1,target,phase_label,year_glvar
0,0.15635556579620838,59.157,1,1983
1,0.215137453803759,95.183,1,1984
2,1.140276567854765,36.531,1,1985
3,-0.01958118349825215,79.42,1,1988
4,-0.3139828775009464,78.906,1,1989
5,1.8471303268392736,18.716,1,1995
6,0.7986470436031617,73.76,1,1996
7,-3.110887385016844,178.649,1,1998
8,0.3074941037623744,65.748,1,1999
9,-0.7918036194928559,130.409,1,2000
10,1.8689530539838068,38.236,1,2007
11,0.5008367732059812,92.717,1,2008
12,0.706467065220232,76.197,1,2010
13,0.45891690332192114,69.306,1,2011
14,0.7066323270097787,131.109,1,2012
15,-1.2980728243844084,135.237,1,2013
16,0.0741537456726663,79.961,1,2014
17,-0.8105654555599751,57.946,1,2016
18,0.8621129720825849,63.675,1,2017
19,-1.0073195207556744,137.807,1,2020
20,-2.2909011738770575,138.243,1,2021
0,0.6191347758377634,107.769,2,1980
1,4.5620623719540205,150.743,2,1981
2,2.7274745150599764,104.269,2,1982
3,2.7298627389105476,94.807,2,1986
4,-0.2820941820368834,102.308,2,1987
5,0.6975173489884492,70.054,2,1990
6,-1.9713421066860057,48.361,2,1991
7,1.130284552940459,99.88,2,1992
8,0.42974975134521964,80.441,2,1993
9,3.60840245030864,97.19,2,1994
10,-2.2320332667383287,81.025,2,1997
11,-1.4891495809023187,73.237,2,2001
12,-1.3124324790751702,87.438,2,2002
13,-0.007550855808601778,74.576,2,2003
14,-2.2230798963011678,55.873,2,2004
15,-2.2412250967402945,58.746,2,2005
16,1.784913541054995,104.882,2,2006
17,0.10976201413418128,74.388,2,2009
18,-2.6455835876059113,34.891,2,2015
19,-3.7583302388655437,34.768,2,2018
20,-0.23634292154005687,119.963,2,2019
