,pc1,target,phase_label
0,0.2577174196062213,54.994,1
1,0.6070910167731854,95.445,1
2,0.42304136144082555,100.845,1
3,-4.152224091961812,151.791,1
4,1.8787665146964012,59.596,1
5,2.9281469709905763,59.759,1
6,-2.0568871697335984,54.398,1
7,-0.056827662925467134,102.948,1
8,-1.628882203820041,87.775,1
9,1.2505387017308651,76.224,1
10,3.3577399451602883,104.082,1
11,1.0232687237159417,25.725,1
12,-2.8719382272886222,166.442,1
13,0.36835425758692214,105.991,1
14,-1.4693860727689732,68.74,1
15,-3.061305558815508,163.954,1
16,-4.217546835222301,133.298,1
17,4.127587352675056,58.307,1
18,0.8900340310062668,125.55,1
19,2.402666132968586,19.792,1
0,2.906389259329614,142.421,2
1,-0.5541669984591131,32.713,2
2,-2.2348240348270942,22.256,2
3,-3.504268684988106,53.76,2
4,4.784582197987522,134.54,2
5,-0.9077215646501098,43.238,2
6,-0.6277244567476552,86.473,2
7,-0.6435329009384599,62.719,2
8,0.5312462736948987,138.492,2
9,-4.574774650272687,21.875,2
10,0.17878864866709038,45.937,2
11,-0.37876921763692845,69.497,2
12,3.6828526485156265,77.728,2
13,-0.7540517820112349,94.124,2
14,7.717568474284366,109.448,2
15,0.6132725957659183,103.684,2
16,-2.2036448389506136,91.657,2
17,-4.66725098067224,95.021,2
18,0.8136207007248017,56.599,2
19,-0.17754997802740136,49.361,2
