,pc1,target,phase_label
0,-4.506941985114137,276.81,1
1,-5.003083934170709,275.184,1
2,2.149112818480038,280.927,1
3,2.9562042562591184,281.101,1
4,0.5137616069138985,279.73,1
5,-1.2657287954518437,278.68,1
6,1.1914358862141483,278.521,1
7,-5.043505739400949,275.896,1
8,-2.310944862045063,280.407,1
9,1.4338487243495808,280.334,1
10,0.3707323495318171,280.02,1
11,0.9805682053502047,279.747,1
12,-0.6085932576248596,277.81,1
13,2.01724354969223,280.187,1
14,1.1008553000824735,278.873,1
15,-0.1474393502200897,276.791,1
16,1.3784818451486207,278.889,1
17,-0.4957006673951227,279.082,1
18,1.2626256619494973,278.416,1
19,1.4845161426481792,280.759,1
20,2.5425273544910922,279.72,1
0,1.9821773147582602,277.741,2
1,1.5829093303799702,280.661,2
2,-0.20836270203337948,278.275,2
3,0.32414916366305596,278.441,2
4,0.43674107425126474,277.094,2
5,2.7674982426064023,276.741,2
6,0.2751747184539221,278.119,2
7,-3.0165176847624937,280.961,2
8,-3.2727557709224593,280.139,2
9,-1.5475414659099858,280.079,2
10,1.8905835687567685,279.075,2
11,-2.687395283825279,280.952,2
12,-1.8376796289955648,279.105,2
13,2.566593263796008,278.939,2
14,2.922960808790993,278.865,2
15,-0.14688983293942726,280.59,2
16,4.924575289286171,275.297,2
17,-1.4583325258658277,281.119,2
18,-5.103738421482349,281.223,2
19,1.3450862044878213,277.252,2
20,-1.739784178957914,279.321,2
