,pc1,target,phase_label
0,-125.30280383829782,288.333,1
1,-110.20168061711826,291.04,1
2,-89.75913627884843,289.643,1
3,-99.87828069714826,289.333,1
4,-114.69637985514305,289.347,1
5,-85.57849166463507,291.061,1
6,-67.62190861932423,288.967,1
7,-48.55193273256935,292.216,1
8,-93.9561815743361,290.031,1
9,-126.4094934915601,289.0,1
10,-70.76985745112235,289.528,1
11,-73.90756827859175,290.191,1
12,-36.527272778455966,290.638,1
13,-31.96439429166171,291.947,1
14,-133.60904878195302,288.608,1
15,-52.764394393251294,289.833,1
16,0.7296639527467983,292.264,1
17,-74.31579889641515,290.913,1
18,-92.90350851729659,290.707,1
19,-9.635265758731864,291.269,1
0,0.2525795140331466,289.055,2
1,-22.243373299335666,291.918,2
2,12.882714774238565,288.322,2
3,4.3145228430642275,289.446,2
4,5.791694518401826,288.818,2
5,-9.430559911757046,290.432,2
6,-5.598029514130776,290.83,2
7,-29.636420753349203,293.292,2
8,-9.737298163776206,288.974,2
9,-17.681499093695184,291.331,2
10,-10.039261996441253,288.202,2
11,-2.9144625884673676,291.095,2
12,-7.359549305277228,290.124,2
13,-9.254285578693084,291.463,2
14,-41.54039508791274,294.316,2
15,4.995281271215825,289.656,2
16,1.2213525230056437,290.627,2
17,-1.7224623233213672,291.4,2
18,-40.93633921548771,290.835,2
19,-31.91440582949258,292.908,2
