,pc1
0,3.894725750091315
1,9.251099228878976
2,3.743110502120158
3,5.13204767476205
4,6.333136272964743
5,-7.784941943467315
6,-4.6604441817568665
7,5.240479448511968
8,4.585961508029002
9,-1.197558733070293
10,-4.382129201812989
11,-6.334821670842373
12,-1.979210354206185
13,-7.728644209778641
14,2.6484692089201505
15,-2.674083950475037
16,-0.8422555861302604
17,-2.118301074920811
18,-2.027823099132942
19,0.9016138662858332
20,-1.9754411815993067
21,-8.248211701659223
22,-4.052118774652724
23,-14.649956780861322
24,-9.369760910286399
25,12.249455136929743
26,-7.820304376335271
27,-5.6373642957958054
28,15.060757739905965
29,4.384509111725434
30,-10.261641845248372
31,-10.611413811599679
32,38.39432730040555
33,-1.8490074449374427
34,2.6301048753586382
35,-3.7530811547959404
36,-5.600566777203447
37,-11.472138437752236
38,0.6967111316254364
39,21.885213462786762
