,years,data,hindcast
0,1980,42.647,53.04848511364973
1,1982,59.112,58.961862422724735
2,1983,117.24,121.99275774600336
3,1987,66.991,85.5064394423029
4,1991,69.854,65.2979450779958
5,1992,66.034,50.1863992973519
6,1993,149.343,96.08316981498754
7,1998,154.753,141.21209655306723
8,1999,83.683,96.61079568428383
9,2001,144.184,109.16875242866335
10,2003,46.909,62.33511076646187
11,2008,79.746,89.60790953069312
12,2009,40.197,39.826194565759295
13,2010,93.053,122.18338127038514
14,2013,81.322,92.21472598686859
15,2014,25.215,78.0254865813661
16,2016,28.704,57.36275232344779
17,2017,131.717,75.69691986473477
18,2018,68.288,99.56004505247824
19,2019,112.171,66.28177047677478
20,1981,61.647,54.45045849040143
21,1984,147.559,129.88941171245617
22,1985,48.916,52.04793548347779
23,1986,48.164,53.59436462517371
24,1988,99.143,84.11395499000498
25,1989,52.76,85.29561404320057
26,1990,93.283,66.28107230060098
27,1994,147.073,131.10262116143986
28,1995,112.688,78.29717808922372
29,1996,48.278,49.32969912987806
30,1997,29.832,44.99925482272921
31,2000,85.15,112.55607794199213
32,2002,57.527,41.626404263193834
33,2004,68.272,66.58642997898785
34,2005,79.997,95.95621755749853
35,2006,31.076,50.23802739523334
36,2007,74.653,76.05699901641364
37,2011,68.379,65.66280197780088
38,2012,79.252,104.3208971194387
39,2015,98.359,89.60257990085447
