,pc1,target,phase_label
0,5.048383022620162,284.489,1
1,-14.924793686450371,285.696,1
2,-0.02685981742508925,285.12,1
3,28.42928277076691,282.873,1
4,-8.374651726214891,286.425,1
5,15.308333405050513,282.564,1
6,-23.23989152786076,287.684,1
7,-2.9321552748972666,286.531,1
8,10.303619660660692,284.956,1
9,-11.754674035522896,285.355,1
10,19.78323942806364,283.04,1
11,-10.781449339685949,285.102,1
12,11.961297000951669,285.916,1
13,14.178734785709217,285.875,1
14,-10.128681192387392,284.782,1
15,-5.760729228117465,286.399,1
16,22.74181858666245,283.077,1
17,-13.892156397628764,286.411,1
18,-22.543843930626323,286.392,1
19,-17.291475431145184,287.239,1
20,13.89669644366407,284.365,1
0,14.008834627041278,283.518,2
1,1.7703836377742437,285.307,2
2,-12.58989966707013,285.412,2
3,25.185520548904158,282.721,2
4,-13.284281816206985,286.423,2
5,-11.954443229844541,286.484,2
6,-6.188927730963992,286.977,2
7,16.49027746070047,286.464,2
8,-11.753962256198845,286.875,2
9,-5.593365772720947,286.26,2
10,0.38751222166022464,284.998,2
11,-4.815268779524017,286.611,2
12,-1.384368890581563,287.857,2
13,-7.228618209932595,286.328,2
14,2.5479898351462285,283.857,2
15,-4.364868627006533,286.005,2
16,23.8065360488725,284.79,2
17,-11.355779652245651,286.869,2
18,-7.782445021740052,288.522,2
19,3.732912776536813,285.66,2
20,10.365645673146078,283.816,2
